filename,gt_bbox
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000167.png,"[{""class"": ""Car"", ""bbox"": [919, 532, 1136, 810], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000168.png,"[{""class"": ""Car"", ""bbox"": [922, 530, 1142, 808], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000171.png,"[{""class"": ""Car"", ""bbox"": [916, 527, 1128, 814], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000183.png,"[{""class"": ""Car"", ""bbox"": [913, 521, 1143, 812], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000188.png,"[{""class"": ""Car"", ""bbox"": [920, 509, 1138, 810], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000189.png,"[{""class"": ""Car"", ""bbox"": [914, 509, 1141, 823], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000206.png,"[{""class"": ""Car"", ""bbox"": [916, 508, 1154, 829], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000216.png,"[{""class"": ""Car"", ""bbox"": [913, 510, 1143, 817], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000246.png,"[{""class"": ""Car"", ""bbox"": [924, 513, 1132, 808], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000253.png,"[{""class"": ""Car"", ""bbox"": [921, 522, 1137, 805], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [869, 669, 936, 727], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000260.png,"[{""class"": ""Car"", ""bbox"": [926, 519, 1136, 813], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [841, 657, 928, 736], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000280.png,"[{""class"": ""Car"", ""bbox"": [732, 676, 874, 786], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [914, 523, 1112, 792], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000282.png,"[{""class"": ""Car"", ""bbox"": [713, 675, 862, 789], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [907, 527, 1121, 803], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000284.png,"[{""class"": ""Car"", ""bbox"": [699, 676, 843, 791], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [912, 529, 1119, 798], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000286.png,"[{""class"": ""Car"", ""bbox"": [668, 678, 830, 809], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [908, 524, 1113, 803], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000292.png,"[{""class"": ""Car"", ""bbox"": [538, 664, 772, 841], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [898, 532, 1116, 813], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000298.png,"[{""class"": ""Car"", ""bbox"": [303, 680, 670, 942], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [902, 543, 1113, 798], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000299.png,"[{""class"": ""Car"", ""bbox"": [249, 673, 648, 959], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [900, 530, 1107, 800], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000302.png,"[{""class"": ""Car"", ""bbox"": [0, 679, 561, 1063], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [897, 519, 1112, 802], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000320.png,"[{""class"": ""Car"", ""bbox"": [914, 539, 1098, 808], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000324.png,"[{""class"": ""Car"", ""bbox"": [905, 544, 1101, 803], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000334.png,"[{""class"": ""Car"", ""bbox"": [906, 535, 1102, 810], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000342.png,"[{""class"": ""Car"", ""bbox"": [898, 536, 1094, 790], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000365.png,"[{""class"": ""Car"", ""bbox"": [909, 531, 1095, 808], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000371.png,"[{""class"": ""Car"", ""bbox"": [895, 540, 1105, 793], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000379.png,"[{""class"": ""Car"", ""bbox"": [916, 540, 1098, 796], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000384.png,"[{""class"": ""Car"", ""bbox"": [898, 527, 1102, 801], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000387.png,"[{""class"": ""Car"", ""bbox"": [908, 531, 1099, 796], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000389.png,"[{""class"": ""Car"", ""bbox"": [912, 540, 1107, 793], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000390.png,"[{""class"": ""Car"", ""bbox"": [914, 542, 1103, 793], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000395.png,"[{""class"": ""Car"", ""bbox"": [915, 529, 1101, 793], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1086, 675, 1144, 733], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000412.png,"[{""class"": ""Car"", ""bbox"": [920, 531, 1104, 798], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1097, 665, 1170, 731], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000418.png,"[{""class"": ""Car"", ""bbox"": [915, 537, 1103, 790], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1106, 674, 1193, 745], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000421.png,"[{""class"": ""Car"", ""bbox"": [917, 534, 1105, 798], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1113, 676, 1187, 747], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000428.png,"[{""class"": ""Car"", ""bbox"": [912, 535, 1101, 789], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1116, 676, 1205, 753], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000430.png,"[{""class"": ""Car"", ""bbox"": [911, 536, 1102, 794], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1118, 672, 1207, 760], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000433.png,"[{""class"": ""Car"", ""bbox"": [913, 535, 1106, 787], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1124, 674, 1216, 757], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000436.png,"[{""class"": ""Car"", ""bbox"": [913, 536, 1101, 789], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1122, 681, 1229, 762], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000438.png,"[{""class"": ""Car"", ""bbox"": [917, 540, 1105, 783], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1126, 681, 1228, 757], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000459.png,"[{""class"": ""Car"", ""bbox"": [929, 546, 1101, 788], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1171, 684, 1309, 783], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000466.png,"[{""class"": ""Car"", ""bbox"": [923, 543, 1107, 783], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1182, 684, 1353, 795], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000485.png,"[{""class"": ""Car"", ""bbox"": [927, 554, 1105, 789], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [772, 682, 883, 767], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1279, 702, 1544, 887], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000500.png,"[{""class"": ""Car"", ""bbox"": [535, 690, 770, 871], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1492, 703, 1919, 1094], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [930, 553, 1105, 792], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [816, 685, 908, 756], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000502.png,"[{""class"": ""Car"", ""bbox"": [471, 705, 745, 900], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [808, 688, 906, 766], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [930, 555, 1109, 787], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [1540, 727, 1917, 1146], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000507.png,"[{""class"": ""Car"", ""bbox"": [158, 702, 612, 1017], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [782, 672, 898, 774], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [933, 548, 1115, 799], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000537.png,"[{""class"": ""Car"", ""bbox"": [958, 548, 1131, 779], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000557.png,"[{""class"": ""Car"", ""bbox"": [974, 548, 1144, 783], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000560.png,"[{""class"": ""Car"", ""bbox"": [982, 546, 1132, 764], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000588.png,"[{""class"": ""Car"", ""bbox"": [721, 676, 821, 750], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [978, 562, 1129, 782], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [907, 677, 977, 728], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000598.png,"[{""class"": ""Car"", ""bbox"": [613, 682, 764, 793], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [959, 566, 1120, 776], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [898, 679, 964, 729], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000604.png,"[{""class"": ""Car"", ""bbox"": [958, 568, 1108, 775], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [891, 678, 950, 734], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [494, 685, 686, 814], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000616.png,"[{""class"": ""Car"", ""bbox"": [1, 705, 381, 1018], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [942, 573, 1088, 776], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [867, 680, 939, 744], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000618.png,"[{""class"": ""Car"", ""bbox"": [793, 683, 844, 726], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [871, 679, 930, 735], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [939, 583, 1089, 772], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000627.png,"[{""class"": ""Car"", ""bbox"": [754, 685, 823, 733], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [865, 679, 920, 733], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [935, 569, 1083, 771], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000632.png,"[{""class"": ""Car"", ""bbox"": [927, 572, 1071, 771], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [856, 678, 922, 731], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [734, 680, 814, 731], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000643.png,"[{""class"": ""Car"", ""bbox"": [686, 682, 786, 754], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [868, 681, 937, 735], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [930, 576, 1079, 773], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000647.png,"[{""class"": ""Car"", ""bbox"": [643, 681, 769, 762], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [872, 684, 933, 737], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [929, 578, 1082, 774], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000654.png,"[{""class"": ""Car"", ""bbox"": [807, 677, 865, 736], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [876, 686, 944, 733], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [945, 580, 1079, 769], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [596, 693, 726, 780], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000662.png,"[{""class"": ""Car"", ""bbox"": [460, 688, 654, 812], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [780, 675, 856, 734], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [874, 680, 943, 743], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [941, 578, 1084, 771], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000682.png,"[{""class"": ""Car"", ""bbox"": [946, 578, 1084, 767], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [873, 684, 932, 736], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [687, 678, 795, 756], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000686.png,"[{""class"": ""Car"", ""bbox"": [659, 669, 778, 763], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [952, 570, 1089, 766], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [861, 683, 941, 741], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000704.png,"[{""class"": ""Car"", ""bbox"": [353, 674, 613, 843], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [695, 686, 780, 756], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [864, 683, 933, 745], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [952, 576, 1085, 768], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000709.png,"[{""class"": ""Car"", ""bbox"": [143, 668, 483, 881], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [653, 683, 752, 768], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [798, 677, 853, 729], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [862, 684, 933, 742], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [948, 575, 1085, 761], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000712.png,"[{""class"": ""Car"", ""bbox"": [947, 574, 1084, 768], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [863, 678, 937, 747], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [629, 683, 740, 768], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [2, 653, 392, 945], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000714.png,"[{""class"": ""Car"", ""bbox"": [2, 654, 298, 972], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [597, 688, 726, 780], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [861, 679, 934, 749], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [951, 578, 1087, 764], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000737.png,"[{""class"": ""Car"", ""bbox"": [958, 585, 1092, 778], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [840, 682, 929, 767], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [651, 688, 767, 783], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000757.png,"[{""class"": ""Car"", ""bbox"": [238, 678, 534, 881], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [821, 685, 926, 772], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [959, 575, 1096, 764], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000763.png,"[{""class"": ""Car"", ""bbox"": [954, 578, 1101, 770], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [818, 682, 921, 775], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [0, 686, 309, 974], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000765.png,"[{""class"": ""Car"", ""bbox"": [813, 685, 921, 777], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [960, 585, 1099, 770], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000782.png,"[{""class"": ""Car"", ""bbox"": [957, 575, 1090, 756], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [773, 682, 903, 771], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [720, 677, 793, 739], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000788.png,"[{""class"": ""Car"", ""bbox"": [672, 668, 763, 764], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [761, 659, 895, 788], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [958, 580, 1091, 755], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000794.png,"[{""class"": ""Car"", ""bbox"": [842, 644, 929, 732], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [742, 674, 887, 792], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [600, 676, 724, 765], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [961, 572, 1087, 745], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000799.png,"[{""class"": ""Car"", ""bbox"": [958, 573, 1093, 759], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [825, 649, 923, 742], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [719, 670, 883, 800], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [521, 677, 680, 787], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000802.png,"[{""class"": ""Car"", ""bbox"": [460, 685, 639, 814], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [697, 673, 868, 816], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [819, 655, 907, 744], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [955, 572, 1087, 755], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000810.png,"[{""class"": ""Car"", ""bbox"": [948, 579, 1087, 764], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [790, 657, 906, 763], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [661, 695, 851, 840], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [145, 689, 460, 879], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000812.png,"[{""class"": ""Car"", ""bbox"": [24, 706, 377, 913], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [647, 695, 836, 841], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [789, 656, 902, 771], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [952, 585, 1081, 754], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000813.png,"[{""class"": ""Car"", ""bbox"": [941, 586, 1084, 761], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [782, 657, 898, 771], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [630, 694, 839, 848], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [4, 695, 335, 934], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000818.png,"[{""class"": ""Car"", ""bbox"": [599, 689, 822, 878], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [757, 655, 889, 780], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [949, 581, 1077, 753], ""color"": [0, 0, 255]}]"
20181107_132300/camera/cam_front_center/20181107132300_camera_frontcenter_000000825.png,"[{""class"": ""Car"", ""bbox"": [950, 580, 1074, 759], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [733, 650, 876, 776], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [511, 697, 787, 872], ""color"": [0, 0, 255]}, {""class"": ""Car"", ""bbox"": [156, 674, 321, 757], ""color"": [0, 0, 255]}]"
